,contact_rate_host_host,mutant_frac,infected_hosts,Alive,depth
450,0.011272727272727271,0.8140515222482435,0.56,True,0.90 original drop
451,0.009818181818181818,0.8303659742828883,0.544,True,0.90 original drop
452,0.008363636363636363,0.0,0.0,False,0.90 original drop
453,0.006909090909090908,0.8851992409867173,0.33799999999999997,True,0.90 original drop
454,0.005454545454545453,0.0,0.0,False,0.90 original drop
455,0.004,0.0,0.0,False,0.90 original drop
456,0.02,0.0,0.0,False,0.90 original drop
457,0.018545454545454542,0.0,0.0,False,0.90 original drop
458,0.01709090909090909,0.0,0.0,False,0.90 original drop
459,0.01563636363636364,0.7699881843245372,0.7090000000000001,True,0.90 original drop
